change,address,typeofobj,location,price,date
2.8,Fälggatan 2,Lägenhet, Centrum,4825000,2022-03-04
82.6,Bergslagsgatan 19B,Villa, Nora- Centralt,2000000,2022-03-04
8.8,Tallvägen 10,Lägenhet, Skoghall,1300000,2022-03-04
16.9,Nygatan 26,Villa, Bromölla,1280000,2022-03-04
9.1,Fältjägarvägen 32,Lägenhet, Prästbordet,1195000,2022-03-04
7.1,Slättåkragränd 58,Lägenhet, Östberga,2350000,2022-03-04
2.7,Daliagången 3,Villa, Fräntorp,3850000,2022-03-04
6.1,Kristin Ribbings väg 39,Fritidshus, Sundbyholm,2600000,2022-03-04
7.9,Skidstavägen 6D,Lägenhet, Lindbacka,2045000,2022-03-04
0.2,Tullstorpsvägen 79G,Villa, Tullstorp,2300000,2022-03-04
16,Tideliusgatan 57,Lägenhet, Södermalm Katarina,5625000,2022-03-04
35.3,Älvgatan 51,Villa, Östermalm,1150000,2022-03-04
8.6,Odingatan 45B,Lägenhet, Kungsängen,950000,2022-03-04
4.6,Mörmovägen 16B,Lägenhet, Skoghall,915000,2022-03-04
11.6,Trollesundsvägen 161,Lägenhet, Bandhagen,2450000,2022-03-04
12.8,Rönnebergavägen 49A,Lägenhet, Norr,1010000,2022-03-04
-4,Norra Bollgatan 8,Lägenhet, Centrum,475000,2022-03-04
7.7,Dunörtsvägen 30,Villa, Träslövsläge,7000000,2022-03-04
32.6,Pilgatan 2,Lägenhet, Väster,3150000,2022-03-04
15.6,Ljungkullen 23,Lägenhet, Sävedalen,3110000,2022-03-04
17.6,Cirkelvägen 11,Villa, Staffanstorp,4700000,2022-03-04
2.3,Karlsdalsallén 40,Lägenhet, Sörbyängen,2200000,2022-03-04
2.6,Karlsdalsallén 47A,Lägenhet, Sörbyängen,2000000,2022-03-04
8.2,Vinthundsgatan 1,Lägenhet, Brotorp-Järvastaden,3950000,2022-03-04
21.8,Örtstigen 4,Lägenhet, Munksund,950000,2022-03-04
-0,Kvarnvägen 18,Lägenhet, Väsby,1695000,2022-03-04
5.1,Mörbyhöjden 10,Lägenhet, Mörbyskogen,4200000,2022-03-04
8.7,Bomullsvägen 20,Villa, Kungsängen,5210000,2022-03-04
7.8,Strandåsvägen 39A,Villa, Limhamn,6460000,2022-03-04
16,Ringvägen 17,Villa, Källby,2725000,2022-03-04
35.3,Hovbygatan 29,Kedjehus, Gamla Staden,1995000,2022-03-04
18.8,Rådjursstigen 28,Lägenhet, Bergshamra,3320000,2022-03-04
11.5,Anders Lundströms gata 15,Lägenhet, Frösunda,4070000,2022-03-04
14.2,Lilla Björn 4A,Villa, Bergsjön,3970000,2022-03-04
21.8,Gustav III:s Boulevard 8,Lägenhet, Frösunda,5110000,2022-03-04
3.8,Kapellgatan 2,Lägenhet, Kapellgärdet,3110000,2022-03-04
8.6,Rödhakevägen 14,Villa, Brittsbo,5750000,2022-03-04
33.3,Fredsberg Stenhagen 17,Villa, Töreboda - Fredsberg,1400000,2022-03-04
—,Slottsgatan 26,Lägenhet, Jönköping Öster,2950000,2022-03-04
31,Kaggetorpsvägen 19,Lägenhet, Kaggetorp,2030000,2022-03-04
6.9,Herrestadsgatan 1B,Lägenhet, Slottsstaden,3950000,2022-03-04
15,Aspgatan 27,Villa, Handskeryd,3335000,2022-03-04
0.8,Östra Tvillingvägen 12,Villa, Centrum,2615000,2022-03-04
29.2,Kompassvägen 18,Villa, Ljungby,2680000,2022-03-04
20.7,Lövholmsvägen 74,Lägenhet, Gröndal,7475000,2022-03-04
20.7,Becksjudarvägen 49,Lägenhet, Finntorp,2650000,2022-03-04
11.2,Love Almqvists väg 4A,Lägenhet, Kristineberg,3775000,2022-03-04
1.1,Steken 3A,Lägenhet, Lärjedalen,1900000,2022-03-04
5.7,Krooks Byaväg 18L,Parhus, Stavstensudde,3695000,2022-03-04
-0,Anhaltsvägen 39A,Lägenhet, Edsviken,2800000,2022-03-04
—,Täbyvägen 256,Parhus, Erikslund,6400000,2022-03-04
14.3,Reenstiernagatan 64,Lägenhet, Eneby,1480000,2022-03-04
21.5,Vattholma Vargdansen 221,Villa, Vattholma,3950000,2022-03-04
-0,Varvsgatan 57C,Lägenhet, Centrum,1245000,2022-03-04
7.3,Emanuel Birkes väg 6,Lägenhet, Tumba,1175000,2022-03-04
20,Finn Malmgrens väg 73,Lägenhet, Hammarbyhöjden,3300000,2022-03-04
-1.3,Lena Marielund 2,Villa, Flen,1575000,2022-03-04
21.7,Morotstaden 40,Lägenhet, Nävekvarn,1400000,2022-03-04
-0,Stallmästaregatan 11,Villa, Berga,3595000,2022-03-04
19.9,Svetsarvägen 14,Villa, Stigtomta,3350000,2022-03-04
8,Hedensbergsvägen 28D,Kedjehus, Berthåga,5720000,2022-03-04
18.1,Eldhusgatan 22,Villa, Kristineberg,3300000,2022-03-04
25.9,Flöjtgatan 14,Radhus, Ullstämma,4400000,2022-03-04
-0,Wilhelm Kåges gata 5,Lägenhet, Porslinskvarteren,2800000,2022-03-04
23.3,Norra Klaragatan 9,Lägenhet, Klara,5300000,2022-03-04
-0,Gränden 8B,Villa, Klippan,1395000,2022-03-04
23.5,Vasakullsvägen 8,Villa, Bräkne-Hoby,525000,2022-03-04
6.6,Pärlröksgången 275,Villa, Krusboda,5750000,2022-03-04
16.9,Kungälvsvägen 34,Lägenhet, Grinden,3500000,2022-03-04
—,Halmvägen 7,Villa, Funningen,5650000,2022-03-04
4.8,Wennerbergsvägen 19B,Lägenhet, Gamla Staden,550000,2022-03-04
14.3,Strindbergsgatan 44,Lägenhet, Gärdet,5600000,2022-03-04
6.2,Malmbergsvägen 1A,Lägenhet, Centrum,775000,2022-03-04
15.9,Pastellvägen 10,Lägenhet, Skärmarbrink,3240000,2022-03-04
4.9,Skolvägen 6D,Lägenhet, Mölnlycke,2150000,2022-03-04
7.3,Rönnbärsvägen 22,Villa, Garpan,3000000,2022-03-04
2.1,Lingongatan 5,Villa, Skuggan,3420000,2022-03-04
-0,Konvaljstigen 4,Villa, Ed,495000,2022-03-04
17.2,Storklinten 418,Fritidshus, Boden,1870000,2022-03-04
-0,Fritjof Nansens väg 2,Lägenhet, Sommarhemmet,1450000,2022-03-04
6.8,Ribevägen 14B,Lägenhet, Dammfri,2450000,2022-03-04
-0,Eriksgränd 7,Lägenhet, Jakobsberg,2795000,2022-03-04
21.6,Söderåsvägen 21,Villa, Kvidinge,1940000,2022-03-04
9.3,Kungsgatan 54A,Lägenhet, Innerstaden,2400000,2022-03-04
15.9,Fasserödsvägen 38,Villa, Boxhult,2550000,2022-03-04
-5.6,Väländarundan 19,Villa, Tungelsta,3400000,2022-03-04
6.3,Ängavångsvägen 12,Villa, Limhamn-Bunkeflo,8500000,2022-03-04
5.5,Vikingagatan 39,Lägenhet, Vasastan,8750000,2022-03-04
17,Kvarnbacksvägen 119,Lägenhet, Riksby,2920000,2022-03-04
4.3,Stenskärsvägen 46,Villa, Oknö,2400000,2022-03-04
3.1,Grevgatan 57,Lägenhet, Östermalm,5050000,2022-03-04
4.6,Rubanksvägen 10,Villa, Kärsta,3400000,2022-03-04
9.6,Solfagravägen 126,Lägenhet, Hörningsnäs,2625000,2022-03-04
23.1,Farabolsvägen 1,Fritidshus, Fridafors,800000,2022-03-04
13.1,Engelbrektsgatan 23,Lägenhet, Vråen,1125000,2022-03-04
47,Led 630,Villa, Örebro,2425000,2022-03-04
0.2,Tandlavägen 20,Villa, Hållsta,3000000,2022-03-04
5.2,Fajansstigen 62,Radhus, Kungsängen - Brunna,3150000,2022-03-04
19,Månskensgatan 46,Villa, Annelund,2130000,2022-03-04
29.1,Skånegatan 13,Lägenhet, Tomaslunden,510000,2022-03-04
5.3,Grindtorpsvägen 39,Lägenhet, Grindtorp,5050000,2022-03-04
20,Aggarpsvägen 8,Villa, Kulltorp,1710000,2022-03-04
10.4,Sagåsvägen 43,Radhus, Kållered | Livered,4850000,2022-03-04
1.2,Rosencrantzgatan 10,Villa, Österlen,2125000,2022-03-04
34.7,Jennyhillsvägen 5C,Radhus, Mellby,6062000,2022-03-04
2.5,Västra Ryttmästaregatan 23,Lägenhet, Slottsstaden,4300000,2022-03-04
10.5,Furuliden 8,Radhus, Skoftebyn,2100000,2022-03-04
6.6,Liljeholmsvägen 32,Lägenhet, Liljeholmen,4900000,2022-03-04
-0,Sofielundsplan 55,Lägenhet, Johanneshov,1750000,2022-03-04
28,Rasbo 1,Villa, Nävekvarn,1600000,2022-03-04
0.6,"Hjelmbacken, Tomt 22",Tomt/Mark, Idrefjäll,3520000,2022-03-04
7.9,Kägelvägen 9,Villa, Torsåker,1500000,2022-03-04
2.1,Kronogatan 4F,Lägenhet, Nordstan,1730000,2022-03-04
-3.1,Barlastgatan 28,Lägenhet, Limhamn,3000000,2022-03-04
4.2,Edövägen 12B,Lägenhet, Västra Orminge,2600000,2022-03-04
0.6,Västra gatan 31,Villa, Gamla Staden,8800000,2022-03-04
6.3,Sikvägen 24,Villa, Bålsta - Hagviken,5740000,2022-03-04
-0,Torggatan 45B,Lägenhet, Centralt,625000,2022-03-04
4.9,Fredsvägen 10,Villa, Storgärdet,8600000,2022-03-04
—,Marklandsgatan 65,Lägenhet, Högsbo,2450000,2022-03-04
-1.1,Parkvägen 26,Villa, Fornudden,6875000,2022-03-04
10.9,Skolgatan 83,Lägenhet, Öst På Stan,1325000,2022-03-04
10.7,Rundelsgatan 14,Villa, Röstånga,2430000,2022-03-04
25.2,Grunneröd 5:5,Tomt/Mark, Västerlanda,745000,2022-03-04
10.2,Lojovägen 63,Lägenhet, Rudboda,3300000,2022-03-04
1,Fridkullagatan 17B,Lägenhet, Johanneberg,3080000,2022-03-04
23.3,Dukvägen 36,Lägenhet, Bromma,3200000,2022-03-04
10.1,Bräckemyrsvägen 25,Villa, Bohuslän,6600000,2022-03-04
-3.8,Trumpetaregatan 12B,Lägenhet, Rosta,1150000,2022-03-04
7.4,Fårullsvägen 99,Villa, Malmslätt,4510000,2022-03-04
23.5,Germundared 19,Villa, Målsryd,3550000,2022-03-04
-0,Hållövägen 7,Lägenhet, Blåsut,4350000,2022-03-04
11.8,Störtfjällsgatan 130,Lägenhet, Kvarnby-Mölndal,2230000,2022-03-04
-0,Norrbackavägen 20,Lägenhet, Norrtorn,775000,2022-03-04
—,Axelssonsvägen 60,Villa, Gunnarskär,3420000,2022-03-04
17.1,Långedragsvägen 148,Villa, Hagen,9950000,2022-03-04
-2.4,Knut Håkmars gränd 6D,Lägenhet, Sätila,1850000,2022-03-04
5.4,Skolvägen 5,Villa, Deje,1265000,2022-03-04
6.2,Råckstavägen 84,Lägenhet, Vällingby,3075000,2022-03-04
-9.8,Österportsgatan 4B,Lägenhet, Drottningtorget,2700000,2022-03-04
14.3,Repslagargatan 4A,Lägenhet, Eksjö,1000000,2022-03-04
16,Nygatan 18B,Lägenhet, Nordstan,1450000,2022-03-04
-9.8,Ängdalsrovägen 232,Villa, Ängdalsro,2250000,2022-03-04
25.3,Hyttvägen 12,Villa, Nävekvarn,2130000,2022-03-04
5.9,Stjärnsforsvägen 125,Villa, Uddeholm,625000,2022-03-04
10.4,Långvågsgatan 13,Villa, Järnbrott,6950000,2022-03-04
-1.9,Formaregatan 12,Villa, Berga,3820000,2022-03-04
-4.5,Ringvägen 19,Villa, Lekeryd,2100000,2022-03-04
-2.6,Svärdlångsvägen 19A,Lägenhet, Årsta,1850000,2022-03-04
-1.6,Baldergatan 23,Villa, Kumla,2850000,2022-03-04
-2.9,Ellstorpsgatan 3A,Lägenhet, Ellstorp,825000,2022-03-04
6.8,Skördestigen 3,Villa, Gammelstad,2450000,2022-03-04
11.3,Oxbärsvägen 3,Villa, Böleäng,6320000,2022-03-04
7.5,Doktor Allards gata 14,Lägenhet, Guldheden,3650000,2022-03-04
-0,Älgstigen 4,Fritidshus, Sätervallen,6990000,2022-03-04
-5.7,Rådmansgatan 6,Lägenhet, Lyckhem,575000,2022-03-04
6.2,Tvetgatan 131,Radhus, Tveten,4450000,2022-03-04
11,Onsdagsvägen 1,Lägenhet, Kurveröd,2220000,2022-03-04
5.6,Furuvägen 9,Villa, Valla,1900000,2022-03-04
-0,Pyrolavägen 28,Lägenhet, Skärsätra,3450000,2022-03-04
2,Tredje Långgatan 32C,Lägenhet, Linné,3050000,2022-03-04
-3,Björktrastvägen 11,Villa, Nyby,6400000,2022-03-04
4.1,Skimmelgatan 10,Villa, Jägersro Villastad,5200000,2022-03-04
-0,Sofiagatan 56J,Lägenhet, Strömmensberg,2595000,2022-03-04
-0,Rambodalsvägen 11,Villa, Pixbo,8995000,2022-03-04
3.8,Nynäsvägen 308,Lägenhet, Gamla Enskede,2900000,2022-03-04
11.2,Bergstrands väg 3B,Lägenhet, Österlen,995000,2022-03-04
6.9,Träringen 75,Lägenhet, Björkekärr,2620000,2022-03-04
9.3,Murkelgatan 2,Villa, Brånnestad,5350000,2022-03-04
0.2,Grynbodgatan 15A,Lägenhet, Gamla Väster,3000000,2022-03-04
1.8,Karlslundsgatan 20,Villa, Färjestad,5550000,2022-03-04
—,Fjällbrantsgatan 32,Villa, Repisvaara,1910000,2022-03-04
-0,Hjärtevägen 12,Radhus, Viken,3795000,2022-03-04
19.5,Glanshammarsgatan 183,Villa, Ormkärr,5615000,2022-03-04
-1.4,Oskarslundsbacken 13,Lägenhet, Liljeholmskajen,6700000,2022-03-04
0.9,Källvägen 4,Villa, Johannishus,2195000,2022-03-04
-3.2,Vantgatan 3E,Lägenhet, Majorna,2300000,2022-03-04
10.4,Strandvägen 29,Lägenhet, Centrum/Nyestan,1325000,2022-03-04
-3.8,Östra Stationsvägen 24,Villa, Gnarp,625000,2022-03-04
8.8,Vikingavägen 7,Lägenhet, Kvarnbergsplan,2170000,2022-03-04
-0,Kastrupgatan 6,Lägenhet, Kista,2445000,2022-03-04
2.6,Rosenhällsgatan 8,Lägenhet, Snopptorp,2000000,2022-03-04
-0,Junigården 12D,Lägenhet, Landskrona,1695000,2022-03-04
-1.5,Trädgårdsmästeriets väg 3A,Lägenhet, Steninge Slottsby,3200000,2022-03-04
11.9,Götgatan 10A,Lägenhet, Främre Luthagen,2120000,2022-03-04
11.8,Almhögsgatan 3,Villa, Almhög,4800000,2022-03-04
7.9,De Wijks väg 10C,Lägenhet, Centrum,750000,2022-03-04
-0,Ewertsgatan 7,Radhus, Johanneberg,10850000,2022-03-04
5.8,Turkosgatan 2,Lägenhet, Västra Frölunda,1900000,2022-03-04
-16.1,Hjortstigen 50,Villa, Orrliden,10700000,2022-03-04
20.6,Folkungagatan 10A,Lägenhet, Svartbäcken,3250000,2022-03-04
—,Bergsvägen 6,Villa, Kode,4350000,2022-03-04
-0,Kaserngården 10,Lägenhet, Grenadjärstaden,2250000,2022-03-04
16.9,Rödjevägen 27-10,Villa, Sjöbo Ryggorna,3500000,2022-03-04
2.3,Långgatan 31,Villa, Medlefors,5625000,2022-03-04
-0,Titangatan 1C,Lägenhet, Landskrona,1595000,2022-03-04
-0,Träslövsvägen 11B,Lägenhet, Centrum,2500000,2022-03-04
4,Strimlusevägen 2,Lägenhet, Odlaren,2700000,2022-03-04
7.3,Boängsvägen 84,Tomt/Mark, Alsike,3220000,2022-03-04
13.7,Jämtlandsgatan 150,Lägenhet, Vällingby Centrum,1700000,2022-03-04
-6.8,Höstvägen 2,Villa, Holsbybrunn,1300000,2022-03-04
25.1,Gullmarsvägen 2,Lägenhet, Gullmarsplan,7500000,2022-03-04
-2.6,Granvägen 15,Lägenhet, Brunnsberg,1900000,2022-03-04
-5.1,Mossvägen 9,Villa, Mariedal,1875000,2022-03-04
2.5,Prilyckegatan 69,Lägenhet, Hisings Kärra,2250000,2022-03-04
-20,Skolgatan 2A,Lägenhet, Säffle,80000,2022-03-04
12.8,Tallvägen 6,Lägenhet, Skoghall,2200000,2022-03-04
-1.2,Hagtornsvägen 33,Villa, Enskededalen,15700000,2022-03-04
-0,Hässleberga 608,Villa, Genarp,7795000,2022-03-04
4.8,Trångets Södra väg 43,Villa, Torslanda,4715000,2022-03-04
-0,Målaregatan 18,Lägenhet, Centrum,875000,2022-03-04
-8.3,Valhallavägen 5C,Lägenhet, Centrum,1100000,2022-03-04
-8.2,Strömstadsvägen 6B,Lägenhet, Bohuslän,550000,2022-03-04
3.6,Kullavägen 7,Villa, Haverdal,4920000,2022-03-04
11.6,Bielkegatan 13B,Lägenhet, Lunden,3225000,2022-03-04
-0,Fjällgatan 41B,Lägenhet, Tullen,695000,2022-03-04
10.1,Ringsjöhöjden Storvägen 23,Tomt/Mark, Ringsjöhöjden,985000,2022-03-04
80,Wetterlinsgatan 26C,Lägenhet, Fredriksberg,135000,2022-03-04
-4.5,Sankt Peders gata 17,Lägenhet, Olympia,3150000,2022-03-04
6.1,Fröjavägen 12A,Lägenhet, Frösön,1050000,2022-03-04
8.1,Västerleden 38,Lägenhet, Enköping,1400000,2022-03-04
21.3,Granitvägen 17A,Lägenhet, Centrala,2900000,2022-03-04
4.4,Föreningsgatan 43A,Lägenhet, Rörsjöstaden,2500000,2022-03-04
28.1,Gottstavägen 61,Villa, Häverö,1730000,2022-03-04
-0,Repslagaregatan 17A,Lägenhet, Centrum,2195000,2022-03-04
-4.2,Karlatornet,Lägenhet, Lindholmen,4025000,2022-03-04
-5,Målarevägen 33B,Lägenhet, Hagabo,1325000,2022-03-04
21.9,Egnahemsvägen 16,Villa, Marieholm,1920000,2022-03-04
-9.5,Lingonvägen 3,Villa, Oredslund,1425000,2022-03-04
8.2,Sunnanväg 6P,Lägenhet, Klostergården,2050000,2022-03-04
1.4,Sundskajen 2A,Lägenhet, Limhamn,5575000,2022-03-04
-0,Dalhemsvägen 61C,Lägenhet, Dalhem,1050000,2022-03-04
18.3,Rönngatan 19,Villa, Gimo,2425000,2022-03-04
-2.5,Harvvägen 9,Villa, Heby,1940000,2022-03-04
-11.1,Enebacksvägen 13,Villa, Tidaholm,2200000,2022-03-04
-0,Patentgatan 3,Lägenhet, Gideonsberg,1695000,2022-03-04
-0,Klintbergsgatan 14,Lägenhet, Väster,1495000,2022-03-04
11,Linnégatan 18B,Lägenhet, Centrum,1770000,2022-03-04
-5.7,Näsbychaussén 67,Lägenhet, Näsby,750000,2022-03-04
31.5,Vindelgatan 26,Lägenhet, Byttorp,2170000,2022-03-04
4,Folkets Husvägen 12C,Lägenhet, Skärblacka,780000,2022-03-04
-5.7,Amiralsgatan 47,Lägenhet, Folkets Park,1650000,2022-03-04
-0,Hägerneholmsvägen 7A,Lägenhet, Hägerneholm,1550000,2022-03-04
2.6,Tegelbruksgatan 8B,Lägenhet, Centrum,1950000,2022-03-04
-0,Stärkelsegatan 7B,Lägenhet, Löderup,995000,2022-03-04
-0,Gethornskroken 8B,Lägenhet, Hässleholm - Väster,395000,2022-03-04
13.2,Solgårdsvägen 4,Villa, Östra Ryd,4300000,2022-03-04
-7.1,Näsbychaussén 15A,Lägenhet, Näsby,460000,2022-03-04
3.5,Kakelgatan 4,Villa, Ekeby,2950000,2022-03-04
8.9,Trappvägen 3,Villa, Högadal,2500000,2022-03-04
18.4,Hästhovsvägen 12,Villa, Smedby,3900000,2022-03-04
-0,Skåne Tranås Bokedala,Gård, Österlen,3650000,2022-03-04
7.7,Skottspolsliden 15,Villa, Alster,3550000,2022-03-04
20.5,Ellen Keys gata 79,Lägenhet, Fruängen,3850000,2022-03-04
18.6,Järnvägsgatan 40,Lägenhet, Centrala,2840000,2022-03-04
—,Östra Långgatan 16C,Lägenhet, Gårdskulla,3250000,2022-03-04
8.2,Mossvägen 31,Villa, Kyrkåsen,2700000,2022-03-04
-1.1,Björkebacken 2,Villa, Sjuntorp,2770000,2022-03-04
27,Åsgatan 32B,Lägenhet, Norrböle,1645000,2022-03-04
-10.7,Djupedalsvägen 20,Villa, Blåsut,1875000,2022-03-04
-0,Alnögatan 59,Kedjehus, Rydebäck,3580000,2022-03-04
22.5,Annestorpsvägen 53,Radhus, Lindome | Annestorp,4160000,2022-03-04
23.9,Långbackavägen 15,Kedjehus, Södra Bomhus,2720000,2022-03-04
2.5,Lohegatan 36,Lägenhet, Söder,810000,2022-03-04
-2.1,Källgatan 7A,Lägenhet, Rosenlund,2150000,2022-03-04
-6.8,Sveavägen 2B,Lägenhet, Öster,1300000,2022-03-04
-11.2,Skogsbacken 32,Villa, Skottvalla,2925000,2022-03-04
16.8,Sigrid Undsets gata 32,Lägenhet, Bromma,3850000,2022-03-04
-8.5,Brattgatan 4A,Lägenhet, Centrum,910000,2022-03-04
-2,Kristinebergsvägen 3,Lägenhet, Kungsholmen,3675000,2022-03-04
14.9,Bergsundsgatan 14,Lägenhet, Södermalm,3900000,2022-03-04
-5.7,Torpavägen 36,Villa, Lyckhem,2475000,2022-03-04
-2.2,Rebetskygatan 36,Villa, Östermalm,4500000,2022-03-04
—,Mörbylund 17,Lägenhet, Mörbylund,5600000,2022-03-04
-4.5,Furumovägen 14,Lägenhet, Stigslund,950000,2022-03-04
-13,Moränvägen 11B,Lägenhet, Aggerud,100000,2022-03-04
3.6,Källparksgatan 12D,Lägenhet, Salabacke,2895000,2022-03-04
-8.5,Skogstorp Östergård 250,Villa, Skepplanda,1825000,2022-03-04
—,Korstörnegatan 15,Lägenhet, Hisingen,2760000,2022-03-04
48.8,Utegård 659,Villa, Henån,3200000,2022-03-04
14,Kapplandsgatan 84B,Lägenhet, Högsbo,2565000,2022-03-04
—,Hallstens väg 15,Villa, Vega,7200000,2022-03-04
-4.3,Yttervägen 4A,Lägenhet, Härvsta,550000,2022-03-04
4.6,Konduktörsgatan 9,Lägenhet, Slussen,2400000,2022-03-04
19.3,Södra Agnegatan 26A,Lägenhet, Kungsholmen,6200000,2022-03-04
-0,Valhallagatan 23C,Lägenhet, Skara,225000,2022-03-04
2.1,Karabygatan 1,Lägenhet, Mariastaden,2240000,2022-03-04
-5.3,Fritzhemsgatan 61C,Lägenhet, Frösön,900000,2022-03-04
-0,Ankhult - Bosarpasjön,Tomt/Mark, Ankhult,1000000,2022-03-04
-6.4,Åsbogatan 48D,Lägenhet, Villan,1025000,2022-03-04
29.5,Åkergatan 22B,Radhus, Gylletäppan,1800000,2022-03-04
21.6,Sågverksgatan 4,Villa, Munksund,2250000,2022-03-04
3.9,Liljeborgsgatan 33B,Lägenhet, Centralt,1325000,2022-03-04
-17.2,Fagervik 106,Fritidshus, Fagervik,1800000,2022-03-04
9.1,Kanikenäsbanken 23A,Lägenhet, Kanikenäsbanken,3000000,2022-03-04
26.8,Norra Ågatan 44,Villa, Bureå,4500000,2022-03-04
-1.3,Värnvägen 21,Lägenhet, Segeltorp,1925000,2022-03-04
17.1,Södra Apollovägen 43,Lägenhet, Gamla Vättersnäs,1750000,2022-03-04
18.7,Lomvägen 19,Villa, Molstaberg,2250000,2022-03-04
20.9,Nelsongatan 4,Villa, Ödåkra,4225000,2022-03-04
-0,Tingvallavägen 32C,Lägenhet, Tingvalla,1650000,2022-03-04
2.7,Gräsvretsvägen 15,Tomt/Mark, Hermanstorp,4000000,2022-03-04
22.1,Beritta Gurrisgatan 9B,Lägenhet, Fridhem,6100000,2022-03-04
-27.3,Skarnvägen 6D,Villa, Persberg,200000,2022-03-04
-9.4,Segelbåtsvägen 7,Tomt/Mark, Stockholms skärgård,2400000,2022-03-04
-2.6,Lindblomsvägen 6A,Lägenhet, Espedalen,375000,2022-03-04
-30.7,Rastaborgsvägen 12,Villa, Ekerö,40878612,2022-03-04
29.1,Bigarråstigen 3,Fritidshus, Björkvik,2575000,2022-03-04
6.2,Bergsätergatan 24,Radhus, Bergsäter,4450000,2022-03-04
-10.8,Nackstavägen 54B,Lägenhet, Nacksta,580000,2022-03-04
-0,Främmenaryd 2358,Gård, Broby,6000000,2022-03-04
4.4,Hantverkargatan 85,Lägenhet, Kungsholmen,7300000,2022-03-04
-13.2,Norra Bredåker 68,Villa, Boden,950000,2022-03-04
8.9,Rådavägen 53,Lägenhet, Helenevik,4300000,2022-03-04
18.3,Slätbaksvägen 16,Lägenhet, Årsta,3875000,2022-03-04
-0,Tryde 53:9,Tomt/Mark, Tryde,350000,2022-03-04
9.5,Gamla Enköpingsvägen 182,Lägenhet, Ursvik,3500000,2022-03-04
13.6,Räven 41,Fritidshus, Branäs,3625000,2022-03-04
-0,Gröndalsvägen 1,Lägenhet, Tumba,1395000,2022-03-04
9.8,Uddevallavägen 9A,Lägenhet, Centrum,2520000,2022-03-04
-8.2,Bacchus väg 2,Lägenhet, Skrea Strand,2750000,2022-03-04
13.8,Salabacksgatan 3C,Lägenhet, Salabacke,2100000,2022-03-04
10,Maja Snis gata 5,Lägenhet, Porslinskvarteren,2850000,2022-03-04
20.2,Stralsundsvägen 28,Lägenhet, Östra Torn-Mårtens Fälad,3000000,2022-03-04
15.5,Oxelgatan 6,Villa, Vimanshäll,6350000,2022-03-04
8.8,Mössebergsvägen 18,Lägenhet, Bromma,3040000,2022-03-04
8.6,Frostfjärilvägen 7,Villa, Stenungsund - Tätort,4120000,2022-03-04
-0,Kostervägen 6,Lägenhet, Baggeby Lidingö,3250000,2022-03-04
-1.9,Rökebovägen 4,Tomt/Mark, Högbo,785000,2022-03-04
—,Igeldammsgatan 10,Lägenhet, Kungsholmen,5000000,2022-03-04
-0,Tullingebergsvägen 4C,Lägenhet, Tullinge,2295000,2022-03-04
12.3,Motalavägen 3,Lägenhet, Hjorthagen,3250000,2022-03-04
—,Skoltorget 7,Villa, Vellinge,10000000,2022-03-04
—,Olgas väg 5,Villa, Tanum,2500000,2022-03-04
—,Kyrktåsjö 325,Tomt/Mark, Strömsund,90000,2022-03-04
—,Tideliusgränd 9,Lägenhet, Södermalm,5600000,2022-03-03
—,Tideliusgränd 9,Lägenhet, Södermalm,5600000,2022-03-03
35.1,Brantebacksvägen 7,Lägenhet, Högestad,1750000,2022-03-03
—,Eskadervägen 46,Lägenhet, Täby,3000000,2022-03-03
—,Smedstugugatan 16C,Lägenhet, Norrköping,800000,2022-03-03
—,Trombonstigen 13,Lägenhet, Upplands-Bro,2050000,2022-03-03
—,Södra vägen 19,Villa, Nynäshamn,1500000,2022-03-03
—,Sjöviksvägen 114,Lägenhet, Liljeholmskajen,9600000,2022-03-03
24.2,Spannvägen 15,Lägenhet, Abrahamsberg,2850000,2022-03-03
—,Fylkesvägen 8,Villa, Lilla Ursvik,11000000,2022-03-03
—,Tallrotsgatan 3,Lägenhet, Sundsvall,1100000,2022-03-03
10.1,Gröna gatan 47,Lägenhet, Majorna,4350000,2022-03-03
3.2,Ligustervägen 39,Radhus, Älta,8250000,2022-03-03
18.5,Fjugestagränd 2,Lägenhet, Hagsätra,2720000,2022-03-03
-0,Madängsgatan 4C,Lägenhet, Brämaregården,1875000,2022-03-03
11.4,Hedinsgatan 13,Lägenhet, Gärdet,4450000,2022-03-03
-0,Vällstavägen 4,Lägenhet, Eds Allé,2625000,2022-03-03
-0,Arkeologvägen 34A,Radhus, Gamla Uppsala,5050000,2022-03-03
—,Vitalisvägen 7,Lägenhet, Fredhäll,5100000,2022-03-03
-0,Mölndalsvägen 87B,Lägenhet, Almedal,4700000,2022-03-03
3.7,Björnen Örnen 21J,Lägenhet, Åre Björnen,7000000,2022-03-03
10.3,Bodagatan 20,Lägenhet, Boda,2200000,2022-03-03
6.4,Ernst Torulfsgatan 3B,Lägenhet, Munkebäck,5300000,2022-03-03
28,Bondegatan 33,Lägenhet, Södermalm,9600000,2022-03-03
10.3,Stenbocksgatan 11,Lägenhet, Sannegårdshamnen,5840000,2022-03-03
9.8,Mariehemsvägen 154,Lägenhet, Mariestrand,2300000,2022-03-03
19.1,Simpbylevägen 8A,Lägenhet, Gransäter,1900000,2022-03-03
8.3,Karl XI-gatan 19A,Lägenhet, Centrum,4000000,2022-03-03
0.2,Näsbydalsvägen 12,Lägenhet, Näsbydal,3200000,2022-03-03
